ds,y,type
2024-06-08 02:39:10.297835,5032.19933826861,Entertainment
2024-06-09 02:39:10.297835,4994.9337400428,Miscellaneous
2024-06-10 02:39:10.297835,4908.739264899166,Groceries
2024-06-11 02:39:10.297835,4896.879864714496,Miscellaneous
2024-06-12 02:39:10.297835,4890.296909602627,Miscellaneous
2024-06-13 02:39:10.297835,4873.910348025913,Miscellaneous
2024-06-14 02:39:10.297835,4783.948435881806,Entertainment
2024-06-15 02:39:10.297835,4715.105610162505,Entertainment
2024-06-16 02:39:10.297835,4681.099797342188,Miscellaneous
2024-06-17 02:39:10.297835,4576.127064473637,Groceries
2024-06-18 02:39:10.297835,4561.294356634578,Miscellaneous
2024-06-19 02:39:10.297835,4537.29999372404,Miscellaneous
2024-06-20 02:39:10.297835,4527.367645849923,Miscellaneous
2024-06-21 02:39:10.297835,4362.972189314196,Entertainment
2024-06-22 02:39:10.297835,4329.553073451837,Entertainment
2024-06-23 02:39:10.297835,4290.012030670819,Miscellaneous
2024-06-24 02:39:10.297835,4155.954896820052,Groceries
2024-06-25 02:39:10.297835,4143.999847966356,Miscellaneous
2024-06-26 02:39:10.297835,4138.80657386703,Miscellaneous
2024-06-27 02:39:10.297835,4105.265423871111,Miscellaneous
2024-06-28 02:39:10.297835,3958.03110197854,Entertainment
2024-06-29 02:39:10.297835,3806.8098117311624,Entertainment
2024-06-30 02:39:10.297835,3774.815349597154,Miscellaneous
2024-07-01 02:39:10.297835,6774.815349597155,Salary
2024-07-02 02:39:10.297835,5574.815349597155,Rent
2024-07-03 02:39:10.297835,5567.2237867864615,Miscellaneous
2024-07-04 02:39:10.297835,5549.677486287412,Miscellaneous
2024-07-05 02:39:10.297835,5508.821055572888,Entertainment
2024-07-06 02:39:10.297835,5333.462438915281,Entertainment
2024-07-07 02:39:10.297835,5306.647004476317,Miscellaneous
2024-07-08 02:39:10.297835,5203.484142736632,Groceries
2024-07-09 02:39:10.297835,5196.259600476621,Miscellaneous
2024-07-10 02:39:10.297835,5180.375219216573,Miscellaneous
2024-07-11 02:39:10.297835,5163.993802945637,Miscellaneous
2024-07-12 02:39:10.297835,5012.664690844786,Entertainment
2024-07-13 02:39:10.297835,4877.904346000847,Entertainment
2024-07-14 02:39:10.297835,4841.851900010675,Miscellaneous
2024-07-15 02:39:10.297835,4728.7968552493385,Groceries
2024-07-16 02:39:10.297835,4719.611056641498,Miscellaneous
2024-07-17 02:39:10.297835,4689.647489088693,Miscellaneous
2024-07-18 02:39:10.297835,4658.020012387102,Miscellaneous
2024-07-19 02:39:10.297835,4536.990116824592,Entertainment
2024-07-20 02:39:10.297835,4378.2160244327715,Entertainment
2024-07-21 02:39:10.297835,4355.933178560018,Miscellaneous
2024-07-22 02:39:10.297835,4239.341880503278,Groceries
2024-07-23 02:39:10.297835,4219.377944860728,Miscellaneous
2024-07-24 02:39:10.297835,4213.488275424685,Miscellaneous
2024-07-25 02:39:10.297835,4204.712075479919,Miscellaneous
2024-07-26 02:39:10.297835,4179.054822056307,Entertainment
2024-07-27 02:39:10.297835,4044.5009480288263,Entertainment
2024-07-28 02:39:10.297835,4028.4984886911548,Miscellaneous
2024-07-29 02:39:10.297835,3912.898540309626,Groceries
2024-07-30 02:39:10.297835,3876.1337137222126,Miscellaneous
2024-07-31 02:39:10.297835,3862.408485702002,Miscellaneous
2024-08-01 02:39:10.297835,6862.4084857020025,Salary
2024-08-02 02:39:10.297835,5662.4084857020025,Rent
2024-08-03 02:39:10.297835,5568.539559555589,Entertainment
2024-08-04 02:39:10.297835,5537.095269706582,Miscellaneous
2024-08-05 02:39:10.297835,5441.079398122169,Groceries
2024-08-06 02:39:10.297835,5433.385101278161,Miscellaneous
2024-08-07 02:39:10.297835,5418.2438004261785,Miscellaneous
2024-08-08 02:39:10.297835,5407.601055372288,Miscellaneous
2024-08-09 02:39:10.297835,5220.2554779506245,Entertainment
2024-08-10 02:39:10.297835,5054.793809629029,Entertainment
2024-08-11 02:39:10.297835,5027.6246781511645,Miscellaneous
2024-08-12 02:39:10.297835,4886.622436838024,Groceries
2024-08-13 02:39:10.297835,4853.493914146556,Miscellaneous
2024-08-14 02:39:10.297835,4841.963962085544,Miscellaneous
2024-08-15 02:39:10.297835,4805.724397138395,Miscellaneous
2024-08-16 02:39:10.297835,4688.642793593578,Entertainment
2024-08-17 02:39:10.297835,4523.303565664047,Entertainment
2024-08-18 02:39:10.297835,4486.940370166724,Miscellaneous
2024-08-19 02:39:10.297835,4384.6801269186935,Groceries
2024-08-20 02:39:10.297835,4375.828309560225,Miscellaneous
2024-08-21 02:39:10.297835,4362.850578871256,Miscellaneous
2024-08-22 02:39:10.297835,4342.901806269338,Miscellaneous
2024-08-23 02:39:10.297835,4175.659148403289,Entertainment
2024-08-24 02:39:10.297835,4000.727643417147,Entertainment
2024-08-25 02:39:10.297835,3995.4843188485556,Miscellaneous
2024-08-26 02:39:10.297835,3879.7320076681262,Groceries
2024-08-27 02:39:10.297835,3860.122622557919,Miscellaneous
2024-08-28 02:39:10.297835,3847.348849191443,Miscellaneous
2024-08-29 02:39:10.297835,3838.153561334764,Miscellaneous
2024-08-30 02:39:10.297835,3757.3828304821113,Entertainment
2024-08-31 02:39:10.297835,3567.659083777858,Entertainment
2024-09-01 02:39:10.297835,6567.6590837778585,Salary
2024-09-02 02:39:10.297835,5367.6590837778585,Rent
2024-09-03 02:39:10.297835,5351.346981157132,Miscellaneous
2024-09-04 02:39:10.297835,5328.189309396114,Miscellaneous
2024-09-05 02:39:10.297835,5298.583645834783,Miscellaneous
2024-09-06 02:39:10.297835,5213.130317406511,Entertainment
2024-09-07 02:39:10.297835,5018.209542516737,Entertainment
2024-09-08 02:39:10.297835,4979.523887193764,Miscellaneous
2024-09-09 02:39:10.297835,4881.899126485988,Groceries
2024-09-10 02:39:10.297835,4859.495428779755,Miscellaneous
2024-09-11 02:39:10.297835,4843.964687936168,Miscellaneous
2024-09-12 02:39:10.297835,4828.995270632957,Miscellaneous
2024-09-13 02:39:10.297835,4802.355620109141,Entertainment
2024-09-14 02:39:10.297835,4672.634039992759,Entertainment
2024-09-15 02:39:10.297835,4650.040274179749,Miscellaneous
2024-09-16 02:39:10.297835,4566.436761592249,Groceries
2024-09-17 02:39:10.297835,4551.684135343968,Miscellaneous
2024-09-18 02:39:10.297835,4514.894829335135,Miscellaneous
2024-09-19 02:39:10.297835,4501.510163161791,Miscellaneous
2024-09-20 02:39:10.297835,4455.429086185371,Entertainment
2024-09-21 02:39:10.297835,4347.327589335409,Entertainment
2024-09-22 02:39:10.297835,4307.829823441538,Miscellaneous
2024-09-23 02:39:10.297835,4210.885954435733,Groceries
2024-09-24 02:39:10.297835,4182.361210276527,Miscellaneous
2024-09-25 02:39:10.297835,4150.7045237400225,Miscellaneous
2024-09-26 02:39:10.297835,4137.387209700289,Miscellaneous
2024-09-27 02:39:10.297835,3986.3082669501537,Entertainment
2024-09-28 02:39:10.297835,3900.107303060688,Entertainment
2024-09-29 02:39:10.297835,3872.976598989913,Miscellaneous
2024-09-30 02:39:10.297835,3748.62951923665,Groceries
2024-10-01 02:39:10.297835,6748.629519236651,Salary
2024-10-02 02:39:10.297835,5548.629519236651,Rent
2024-10-03 02:39:10.297835,5524.877405294034,Miscellaneous
2024-10-04 02:39:10.297835,5488.625246684241,Entertainment
2024-10-05 02:39:10.297835,5318.270797478178,Entertainment
2024-10-06 02:39:10.297835,5302.043495204167,Miscellaneous
2024-10-07 02:39:10.297835,5208.987199476177,Groceries
2024-10-08 02:39:10.297835,5202.56006952176,Miscellaneous
2024-10-09 02:39:10.297835,5176.878816510171,Miscellaneous
2024-10-10 02:39:10.297835,5148.164063845691,Miscellaneous
2024-10-11 02:39:10.297835,5125.178254638677,Entertainment
2024-10-12 02:39:10.297835,5013.001504144806,Entertainment
2024-10-13 02:39:10.297835,5000.074152012878,Miscellaneous
2024-10-14 02:39:10.297835,4874.912056684217,Groceries
2024-10-15 02:39:10.297835,4863.809231669042,Miscellaneous
2024-10-16 02:39:10.297835,4834.626410835455,Miscellaneous
2024-10-17 02:39:10.297835,4816.090673714936,Miscellaneous
2024-10-18 02:39:10.297835,4627.479275742324,Entertainment
2024-10-19 02:39:10.297835,4582.725505796045,Entertainment
2024-10-20 02:39:10.297835,4565.788183509286,Miscellaneous
2024-10-21 02:39:10.297835,4477.845037022445,Groceries
2024-10-22 02:39:10.297835,4440.480760382695,Miscellaneous
2024-10-23 02:39:10.297835,4404.773883014361,Miscellaneous
2024-10-24 02:39:10.297835,4390.74592604433,Miscellaneous
2024-10-25 02:39:10.297835,4251.9487977581775,Entertainment
2024-10-26 02:39:10.297835,4084.848801721959,Entertainment
2024-10-27 02:39:10.297835,4060.4167733159775,Miscellaneous
2024-10-28 02:39:10.297835,3943.341232831057,Groceries
2024-10-29 02:39:10.297835,3929.876402649541,Miscellaneous
2024-10-30 02:39:10.297835,3921.6178057763345,Miscellaneous
2024-10-31 02:39:10.297835,3885.215254247968,Miscellaneous
2024-11-01 02:39:10.297835,6885.215254247968,Salary
2024-11-02 02:39:10.297835,5685.215254247968,Rent
2024-11-03 02:39:10.297835,5648.700622247252,Miscellaneous
2024-11-04 02:39:10.297835,5524.383520238123,Groceries
2024-11-05 02:39:10.297835,5507.517477551419,Miscellaneous
2024-11-06 02:39:10.297835,5490.295142439975,Miscellaneous
2024-11-07 02:39:10.297835,5459.886693679517,Miscellaneous
2024-11-08 02:39:10.297835,5278.406846888052,Entertainment
2024-11-09 02:39:10.297835,5098.731290520331,Entertainment
2024-11-10 02:39:10.297835,5066.435646415314,Miscellaneous
2024-11-11 02:39:10.297835,4941.4934311845145,Groceries
2024-11-12 02:39:10.297835,4933.548532409688,Miscellaneous
2024-11-13 02:39:10.297835,4922.891527416376,Miscellaneous
2024-11-14 02:39:10.297835,4886.442130817929,Miscellaneous
2024-11-15 02:39:10.297835,4757.284900079203,Entertainment
2024-11-16 02:39:10.297835,4735.62943078821,Entertainment
2024-11-17 02:39:10.297835,4727.077926787899,Miscellaneous
2024-11-18 02:39:10.297835,4600.632802950335,Groceries
2024-11-19 02:39:10.297835,4595.455647515717,Miscellaneous
2024-11-20 02:39:10.297835,4584.827365716104,Miscellaneous
2024-11-21 02:39:10.297835,4560.621683088274,Miscellaneous
2024-11-22 02:39:10.297835,4416.0805475035895,Entertainment
2024-11-23 02:39:10.297835,4278.727520793122,Entertainment
2024-11-24 02:39:10.297835,4265.878094962002,Miscellaneous
2024-11-25 02:39:10.297835,4136.025549467675,Groceries
2024-11-26 02:39:10.297835,4122.721831405287,Miscellaneous
2024-11-27 02:39:10.297835,4106.332841969713,Miscellaneous
2024-11-28 02:39:10.297835,4075.205642790582,Miscellaneous
2024-11-29 02:39:10.297835,3938.2717209620832,Entertainment
2024-11-30 02:39:10.297835,3765.4115070731314,Entertainment
2024-12-01 02:39:10.297835,6765.411507073131,Salary
2024-12-02 02:39:10.297835,5565.411507073131,Rent
2024-12-03 02:39:10.297835,5537.3950558426195,Miscellaneous
2024-12-04 02:39:10.297835,5512.504254725878,Miscellaneous
2024-12-05 02:39:10.297835,5504.225637851895,Miscellaneous
2024-12-06 02:39:10.297835,5418.036793301197,Entertainment
2024-12-07 02:39:10.297835,5350.300367118486,Entertainment
2024-12-08 02:39:10.297835,5336.760729600218,Miscellaneous
2024-12-09 02:39:10.297835,5188.649990767547,Groceries
2024-12-10 02:39:10.297835,5169.89157040421,Miscellaneous
2024-12-11 02:39:10.297835,5133.669940973011,Miscellaneous
2024-12-12 02:39:10.297835,5106.580089063106,Miscellaneous
2024-12-13 02:39:10.297835,4943.514054425609,Entertainment
2024-12-14 02:39:10.297835,4833.039377666674,Entertainment
2024-12-15 02:39:10.297835,4807.847741704752,Miscellaneous
2024-12-16 02:39:10.297835,4693.371503137431,Groceries
2024-12-17 02:39:10.297835,4681.5379985644995,Miscellaneous
2024-12-18 02:39:10.297835,4651.252174530347,Miscellaneous
2024-12-19 02:39:10.297835,4636.425141844917,Miscellaneous
2024-12-20 02:39:10.297835,4612.048267887255,Entertainment
2024-12-21 02:39:10.297835,4475.863254623965,Entertainment
2024-12-22 02:39:10.297835,4464.664380844718,Miscellaneous
2024-12-23 02:39:10.297835,4318.832279940014,Groceries
2024-12-24 02:39:10.297835,4280.444779744923,Miscellaneous
2024-12-25 02:39:10.297835,4243.424526087208,Miscellaneous
2024-12-26 02:39:10.297835,4225.468971578267,Miscellaneous
2024-12-27 02:39:10.297835,4202.6867806030705,Entertainment
2024-12-28 02:39:10.297835,4015.58943933728,Entertainment
2024-12-29 02:39:10.297835,3995.602994146174,Miscellaneous
2024-12-30 02:39:10.297835,3847.937156813117,Groceries
2024-12-31 02:39:10.297835,3809.210457614993,Miscellaneous
2025-01-01 02:39:10.297835,6809.210457614993,Salary
2025-01-02 02:39:10.297835,5609.210457614993,Rent
2025-01-03 02:39:10.297835,5435.668755630868,Entertainment
2025-01-04 02:39:10.297835,5362.667955058342,Entertainment
2025-01-05 02:39:10.297835,5344.189534557275,Miscellaneous
2025-01-06 02:39:10.297835,5204.609967551095,Groceries
2025-01-07 02:39:10.297835,5188.517697370626,Miscellaneous
2025-01-08 02:39:10.297835,5177.585451236612,Miscellaneous
2025-01-09 02:39:10.297835,5153.09740705057,Miscellaneous
2025-01-10 02:39:10.297835,4964.589547701629,Entertainment
2025-01-11 02:39:10.297835,4819.304184300134,Entertainment
2025-01-12 02:39:10.297835,4794.352043347006,Miscellaneous
2025-01-13 02:39:10.297835,4707.549688783052,Groceries
2025-01-14 02:39:10.297835,4681.024435848582,Miscellaneous
2025-01-15 02:39:10.297835,4641.3725510949325,Miscellaneous
2025-01-16 02:39:10.297835,4631.469610561654,Miscellaneous
2025-01-17 02:39:10.297835,4518.170273136181,Entertainment
2025-01-18 02:39:10.297835,4340.2431201891495,Entertainment
2025-01-19 02:39:10.297835,4309.316218567752,Miscellaneous
2025-01-20 02:39:10.297835,4180.525116698083,Groceries
2025-01-21 02:39:10.297835,4150.9381737585345,Miscellaneous
2025-01-22 02:39:10.297835,4133.355983465843,Miscellaneous
2025-01-23 02:39:10.297835,4118.080268916586,Miscellaneous
2025-01-24 02:39:10.297835,3952.3952609304533,Entertainment
2025-01-25 02:39:10.297835,3786.574849888201,Entertainment
2025-01-26 02:39:10.297835,3751.2273187378973,Miscellaneous
2025-01-27 02:39:10.297835,3607.3004800589442,Groceries
2025-01-28 02:39:10.297835,3584.4034960988115,Miscellaneous
2025-01-29 02:39:10.297835,3561.8504257847594,Miscellaneous
2025-01-30 02:39:10.297835,3528.9100945209225,Miscellaneous
2025-01-31 02:39:10.297835,3391.916586980925,Entertainment
2025-02-01 02:39:10.297835,6391.916586980925,Salary
2025-02-02 02:39:10.297835,5191.916586980925,Rent
2025-02-03 02:39:10.297835,5062.778905572885,Groceries
2025-02-04 02:39:10.297835,5029.926162142622,Miscellaneous
2025-02-05 02:39:10.297835,4993.775975179007,Miscellaneous
2025-02-06 02:39:10.297835,4976.946144689204,Miscellaneous
2025-02-07 02:39:10.297835,4889.341213214014,Entertainment
2025-02-08 02:39:10.297835,4852.424464042658,Entertainment
2025-02-09 02:39:10.297835,4827.184659107792,Miscellaneous
2025-02-10 02:39:10.297835,4744.66869994202,Groceries
2025-02-11 02:39:10.297835,4723.372769307383,Miscellaneous
2025-02-12 02:39:10.297835,4699.380207092619,Miscellaneous
2025-02-13 02:39:10.297835,4684.351263268129,Miscellaneous
2025-02-14 02:39:10.297835,4558.001276365707,Entertainment
2025-02-15 02:39:10.297835,4532.511231376678,Entertainment
2025-02-16 02:39:10.297835,4526.204044770455,Miscellaneous
2025-02-17 02:39:10.297835,4388.622005524278,Groceries
2025-02-18 02:39:10.297835,4371.015333074884,Miscellaneous
2025-02-19 02:39:10.297835,4361.568215132069,Miscellaneous
2025-02-20 02:39:10.297835,4338.28970103015,Miscellaneous
2025-02-21 02:39:10.297835,4179.690861472401,Entertainment
2025-02-22 02:39:10.297835,4120.843076522969,Entertainment
2025-02-23 02:39:10.297835,4094.0419098693037,Miscellaneous
2025-02-24 02:39:10.297835,4008.06758731974,Groceries
2025-02-25 02:39:10.297835,4001.258727078839,Miscellaneous
2025-02-26 02:39:10.297835,3977.6613149739537,Miscellaneous
2025-02-27 02:39:10.297835,3953.7390857176,Miscellaneous
2025-02-28 02:39:10.297835,3819.001703447923,Entertainment
2025-03-01 02:39:10.297835,6819.001703447922,Salary
2025-03-02 02:39:10.297835,5619.001703447922,Rent
2025-03-03 02:39:10.297835,5488.175310087336,Groceries
2025-03-04 02:39:10.297835,5449.020487306147,Miscellaneous
2025-03-05 02:39:10.297835,5425.9499751156045,Miscellaneous
2025-03-06 02:39:10.297835,5409.646498562661,Miscellaneous
2025-03-07 02:39:10.297835,5246.512983504294,Entertainment
2025-03-08 02:39:10.297835,5177.763178277121,Entertainment
2025-03-09 02:39:10.297835,5157.399178552424,Miscellaneous
2025-03-10 02:39:10.297835,5071.907231858466,Groceries
2025-03-11 02:39:10.297835,5066.019955838925,Miscellaneous
2025-03-12 02:39:10.297835,5027.3272613251975,Miscellaneous
2025-03-13 02:39:10.297835,4993.067957107271,Miscellaneous
2025-03-14 02:39:10.297835,4847.792600010405,Entertainment
2025-03-15 02:39:10.297835,4754.181070015837,Entertainment
2025-03-16 02:39:10.297835,4743.115768813357,Miscellaneous
2025-03-17 02:39:10.297835,4652.1651758263815,Groceries
2025-03-18 02:39:10.297835,4638.4066743906205,Miscellaneous
2025-03-19 02:39:10.297835,4614.183741125907,Miscellaneous
2025-03-20 02:39:10.297835,4584.172883831405,Miscellaneous
2025-03-21 02:39:10.297835,4445.3373560222135,Entertainment
2025-03-22 02:39:10.297835,4374.949254571944,Entertainment
2025-03-23 02:39:10.297835,4336.528969748732,Miscellaneous
2025-03-24 02:39:10.297835,4204.8761855800285,Groceries
2025-03-25 02:39:10.297835,4180.47379374213,Miscellaneous
2025-03-26 02:39:10.297835,4154.063567623927,Miscellaneous
2025-03-27 02:39:10.297835,4134.377565438955,Miscellaneous
2025-03-28 02:39:10.297835,4069.785987328746,Entertainment
2025-03-29 02:39:10.297835,3985.7109051715192,Entertainment
2025-03-30 02:39:10.297835,3954.1862913052664,Miscellaneous
2025-03-31 02:39:10.297835,3873.1787471011835,Groceries
2025-04-01 02:39:10.297835,6873.178747101183,Salary
2025-04-02 02:39:10.297835,5673.178747101183,Rent
2025-04-03 02:39:10.297835,5664.116204683441,Miscellaneous
2025-04-04 02:39:10.297835,5635.835729119525,Entertainment
2025-04-05 02:39:10.297835,5608.50454470211,Entertainment
2025-04-06 02:39:10.297835,5573.563424261725,Miscellaneous
2025-04-07 02:39:10.297835,5444.307374105124,Groceries
2025-04-08 02:39:10.297835,5422.711290087068,Miscellaneous
2025-04-09 02:39:10.297835,5414.287094464283,Miscellaneous
2025-04-10 02:39:10.297835,5392.080538835194,Miscellaneous
2025-04-11 02:39:10.297835,5286.855620094692,Entertainment
2025-04-12 02:39:10.297835,5235.67928351089,Entertainment
2025-04-13 02:39:10.297835,5215.494475787561,Miscellaneous
2025-04-14 02:39:10.297835,5107.599144379745,Groceries
2025-04-15 02:39:10.297835,5081.044390947917,Miscellaneous
2025-04-16 02:39:10.297835,5053.81611316755,Miscellaneous
2025-04-17 02:39:10.297835,5047.2304728255285,Miscellaneous
2025-04-18 02:39:10.297835,4959.800202192764,Entertainment
2025-04-19 02:39:10.297835,4827.145417364201,Entertainment
2025-04-20 02:39:10.297835,4804.5356483138985,Miscellaneous
2025-04-21 02:39:10.297835,4664.581359430716,Groceries
2025-04-22 02:39:10.297835,4636.527082324053,Miscellaneous
2025-04-23 02:39:10.297835,4625.824377376202,Miscellaneous
2025-04-24 02:39:10.297835,4618.354471217187,Miscellaneous
2025-04-25 02:39:10.297835,4482.71900114005,Entertainment
2025-04-26 02:39:10.297835,4457.946965242558,Entertainment
2025-04-27 02:39:10.297835,4432.444819897986,Miscellaneous
2025-04-28 02:39:10.297835,4286.6287029982395,Groceries
2025-04-29 02:39:10.297835,4261.4871067725835,Miscellaneous
2025-04-30 02:39:10.297835,4242.901159355355,Miscellaneous
2025-05-01 02:39:10.297835,7242.901159355355,Salary
2025-05-02 02:39:10.297835,6042.901159355355,Rent
2025-05-03 02:39:10.297835,5907.109280035732,Entertainment
2025-05-04 02:39:10.297835,5886.070428868529,Miscellaneous
2025-05-05 02:39:10.297835,5767.877253616414,Groceries
2025-05-06 02:39:10.297835,5729.925985309236,Miscellaneous
2025-05-07 02:39:10.297835,5711.412392986209,Miscellaneous
2025-05-08 02:39:10.297835,5672.770723252372,Miscellaneous
2025-05-09 02:39:10.297835,5489.807607700281,Entertainment
2025-05-10 02:39:10.297835,5434.565203438207,Entertainment
2025-05-11 02:39:10.297835,5427.137557907577,Miscellaneous
2025-05-12 02:39:10.297835,5340.083097811157,Groceries
2025-05-13 02:39:10.297835,5334.445333913352,Miscellaneous
2025-05-14 02:39:10.297835,5326.139830286895,Miscellaneous
2025-05-15 02:39:10.297835,5297.234593217322,Miscellaneous
2025-05-16 02:39:10.297835,5264.420636494481,Entertainment
2025-05-17 02:39:10.297835,5187.0050230416045,Entertainment
2025-05-18 02:39:10.297835,5152.434387157674,Miscellaneous
2025-05-19 02:39:10.297835,5070.805351656166,Groceries
2025-05-20 02:39:10.297835,5037.298954765553,Miscellaneous
2025-05-21 02:39:10.297835,5022.434037648484,Miscellaneous
2025-05-22 02:39:10.297835,5013.298268681726,Miscellaneous
2025-05-23 02:39:10.297835,4867.885578916179,Entertainment
2025-05-24 02:39:10.297835,4734.6758664958,Entertainment
2025-05-25 02:39:10.297835,4698.964346022352,Miscellaneous
2025-05-26 02:39:10.297835,4567.50937295608,Groceries
2025-05-27 02:39:10.297835,4534.38754039261,Miscellaneous
2025-05-28 02:39:10.297835,4519.516330352615,Miscellaneous
2025-05-29 02:39:10.297835,4508.305946320324,Miscellaneous
2025-05-30 02:39:10.297835,4353.19529102497,Entertainment
2025-05-31 02:39:10.297835,4187.965037956863,Entertainment
2025-06-01 02:39:10.297835,7187.965037956863,Salary
2025-06-02 02:39:10.297835,5987.965037956863,Rent
2025-06-03 02:39:10.297835,5948.297357986839,Miscellaneous
2025-06-04 02:39:10.297835,5928.85573929494,Miscellaneous
2025-06-05 02:39:10.297835,5910.835106292192,Miscellaneous
2025-06-06 02:39:10.297835,5751.0807733586325,Entertainment
2025-06-07 02:39:10.297835,5669.73613611309,Entertainment
2025-06-08 02:39:10.297835,5632.159629716965,Miscellaneous
2025-06-09 02:39:10.297835,5492.0707370879545,Groceries
2025-06-10 02:39:10.297835,5472.055946129829,Miscellaneous
2025-06-11 02:39:10.297835,5440.775458757126,Miscellaneous
2025-06-12 02:39:10.297835,5409.366458164162,Miscellaneous
2025-06-13 02:39:10.297835,5370.804161773694,Entertainment
2025-06-14 02:39:10.297835,5188.344638571372,Entertainment
2025-06-15 02:39:10.297835,5165.660805535697,Miscellaneous
2025-06-16 02:39:10.297835,5027.808782908155,Groceries
2025-06-17 02:39:10.297835,5011.607046872084,Miscellaneous
2025-06-18 02:39:10.297835,4975.263733874716,Miscellaneous
2025-06-19 02:39:10.297835,4956.641675119021,Miscellaneous
2025-06-20 02:39:10.297835,4934.690897852567,Entertainment
2025-06-21 02:39:10.297835,4751.7221420971,Entertainment
2025-06-22 02:39:10.297835,4743.527108409586,Miscellaneous
2025-06-23 02:39:10.297835,4641.175153778257,Groceries
2025-06-24 02:39:10.297835,4602.922984931479,Miscellaneous
2025-06-25 02:39:10.297835,4564.651734788665,Miscellaneous
2025-06-26 02:39:10.297835,4539.58140870435,Miscellaneous
2025-06-27 02:39:10.297835,4405.850710513786,Entertainment
2025-06-28 02:39:10.297835,4305.130516557689,Entertainment
2025-06-29 02:39:10.297835,4289.868139548256,Miscellaneous
2025-06-30 02:39:10.297835,4186.861621372363,Groceries
2025-07-01 02:39:10.297835,7186.861621372363,Salary
2025-07-02 02:39:10.297835,5986.861621372363,Rent
2025-07-03 02:39:10.297835,5958.323475409667,Miscellaneous
2025-07-04 02:39:10.297835,5802.896060110884,Entertainment
2025-07-05 02:39:10.297835,5640.411832240231,Entertainment
2025-07-06 02:39:10.297835,5607.775197242421,Miscellaneous
